"term","freq","s1","s2","s3","s4","prob"
"are you kidding me",15,"are","you","kidding","me",0.833333333333333
"as if it were",15,"as","if","it","were",0.454545454545455
"as part of a",15,"as","part","of","a",0.148514851485149
"associates programmes designed to",15,"associates","programmes","designed","to",1
"at the back of",15,"at","the","back","of",0.483870967741935
"at the heart of",15,"at","the","heart","of",0.882352941176471
"been a long time",15,"been","a","long","time",0.405405405405405
"believe it or not",15,"believe","it","or","not",0.9375
"brought to you by",15,"brought","to","you","by",0.833333333333333
"but at the end",15,"but","at","the","end",0.340909090909091
"but i'm going to",15,"but","i'm","going","to",1
"but it is not",15,"but","it","is","not",0.0852272727272727
"by advertising and linking",15,"by","advertising","and","linking",1
"designed to provide a",15,"designed","to","provide","a",0.9375
"do a lot of",15,"do","a","lot","of",0.714285714285714
"do not have the",15,"do","not","have","the",0.208333333333333
"do not have to",15,"do","not","have","to",0.208333333333333
"does it take to",15,"does","it","take","to",0.714285714285714
"don't know if i",15,"don't","know","if","i",0.197368421052632
"don't want to go",15,"don't","want","to","go",0.0678733031674208
"early in the morning",15,"early","in","the","morning",0.357142857142857
"earn advertising fees by",15,"earn","advertising","fees","by",1
"eu associates programmes designed",15,"eu","associates","programmes","designed",1
"eu this content is",15,"eu","this","content","is",1
"fees by advertising and",15,"fees","by","advertising","and",1
"for a number of",15,"for","a","number","of",1
"for sites to earn",15,"for","sites","to","earn",1
"for the follow back",15,"for","the","follow","back",0.032051282051282
"for the last years",15,"for","the","last","years",0.153061224489796
"for the past years",15,"for","the","past","years",0.182926829268293
"for those of us",15,"for","those","of","us",0.172413793103448
"get me wrong i",15,"get","me","wrong","i",0.405405405405405
"glad to hear it",15,"glad","to","hear","it",0.25
"glad you liked it",15,"glad","you","liked","it",0.5
"going to make a",15,"going","to","make","a",0.214285714285714
"good to be back",15,"good","to","be","back",0.306122448979592
"happy birthday to you",15,"happy","birthday","to","you",0.115384615384615
"has to be the",15,"has","to","be","the",0.1171875
"has to do with",15,"has","to","do","with",0.5
"have been in the",15,"have","been","in","the",0.348837209302326
"have to pay for",15,"have","to","pay","for",0.340909090909091
"having a bad day",15,"having","a","bad","day",0.714285714285714
"hope you all had",15,"hope","you","all","had",0.357142857142857
"hope you are all",15,"hope","you","are","all",0.202702702702703
"i am about to",15,"i","am","about","to",0.652173913043478
"i can't tell you",15,"i","can't","tell","you",0.681818181818182
"i can't wait until",15,"i","can't","wait","until",0.0612244897959184
"i can do to",15,"i","can","do","to",0.136363636363636
"i could see the",15,"i","could","see","the",0.254237288135593
"i decided to use",15,"i","decided","to","use",0.0663716814159292
"i didn't get to",15,"i","didn't","get","to",0.258620689655172
"i don't care about",15,"i","don't","care","about",0.185185185185185
"i don't give a",15,"i","don't","give","a",0.75
"i don't have time",15,"i","don't","have","time",0.0810810810810811
"i don't like to",15,"i","don't","like","to",0.12396694214876
"i don't think it's",15,"i","don't","think","it's",0.0627615062761506
"i feel bad for",15,"i","feel","bad","for",0.46875
"i feel like the",15,"i","feel","like","the",0.0412087912087912
"i get to see",15,"i","get","to","see",0.136363636363636
"i guess i should",15,"i","guess","i","should",0.125
"i had to go",15,"i","had","to","go",0.0393700787401575
"i have to work",15,"i","have","to","work",0.0267379679144385
"i hope to see",15,"i","hope","to","see",0.168539325842697
"i hope you like",15,"i","hope","you","like",0.06
"i just don't know",15,"i","just","don't","know",0.217391304347826
"i just finished a",15,"i","just","finished","a",0.428571428571429
"i just saw the",15,"i","just","saw","the",0.217391304347826
"i live in a",15,"i","live","in","a",0.182926829268293
"i looked at the",15,"i","looked","at","the",0.340909090909091
"i need a new",15,"i","need","a","new",0.077720207253886
"i need to know",15,"i","need","to","know",0.0288461538461538
"i need to make",15,"i","need","to","make",0.0288461538461538
"i started this blog",15,"i","started","this","blog",0.6
"i still have a",15,"i","still","have","a",0.15
"i think i was",15,"i","think","i","was",0.0404312668463612
"i think it's a",15,"i","think","it's","a",0.132743362831858
"i want it to",15,"i","want","it","to",0.441176470588235
"i want them to",15,"i","want","them","to",0.652173913043478
"i was looking for",15,"i","was","looking","for",0.3
"i will be back",15,"i","will","be","back",0.046875
"i will be there",15,"i","will","be","there",0.046875
"i wish i knew",15,"i","wish","i","knew",0.0515463917525773
"if you dont know",15,"if","you","dont","know",0.164835164835165
"if you have to",15,"if","you","have","to",0.0480769230769231
"if you want a",15,"if","you","want","a",0.0480769230769231
"in a position to",15,"in","a","position","to",0.6
"in love with a",15,"in","love","with","a",0.0757575757575758
"in order to be",15,"in","order","to","be",0.0501672240802676
"in the amazon services",15,"in","the","amazon","services",0.833333333333333
"in the car and",15,"in","the","car","and",0.180722891566265
"in the direction of",15,"in","the","direction","of",0.652173913043478
"in the end it",15,"in","the","end","it",0.0974025974025974
"in the living room",15,"in","the","living","room",0.9375
"in the meantime i",15,"in","the","meantime","i",0.241935483870968
"in the next couple",15,"in","the","next","couple",0.147058823529412
"in the real world",15,"in","the","real","world",0.789473684210526
"in the second half",15,"in","the","second","half",0.277777777777778
"in the wake of",15,"in","the","wake","of",1
"is a great way",15,"is","a","great","way",0.0862068965517241
"is a participant in",15,"is","a","participant","in",1
"is not to be",15,"is","not","to","be",0.348837209302326
"is the fact that",15,"is","the","fact","that",0.882352941176471
"is the only way",15,"is","the","only","way",0.151515151515152
"it's a beautiful day",15,"it's","a","beautiful","day",0.576923076923077
"it seems to be",15,"it","seems","to","be",0.241935483870968
"keep up with the",15,"keep","up","with","the",0.288461538461538
"know that i am",15,"know","that","i","am",0.238095238095238
"know what to say",15,"know","what","to","say",0.15625
"like the idea of",15,"like","the","idea","of",0.652173913043478
"like us on facebook",15,"like","us","on","facebook",0.882352941176471
"linking to amazoncom amazonca",15,"linking","to","amazoncom","amazonca",1
"llc and amazon eu",15,"llc","and","amazon","eu",1
"llc andor amazon eu",15,"llc","andor","amazon","eu",1
"looking forward to meeting",15,"looking","forward","to","meeting",0.0228310502283105
"martin luther king jr",15,"martin","luther","king","jr",0.714285714285714
"means for sites to",15,"means","for","sites","to",1
"much as i love",15,"much","as","i","love",0.151515151515152
"my all time favorite",15,"my","all","time","favorite",0.555555555555556
"not looking forward to",15,"not","looking","forward","to",1
"of my favorite things",15,"of","my","favorite","things",0.0810810810810811
"of the best things",15,"of","the","best","things",0.0746268656716418
"of the most important",15,"of","the","most","important",0.066079295154185
"of the world and",15,"of","the","world","and",0.076530612244898
"of the year and",15,"of","the","year","and",0.0619834710743802
"on our way to",15,"on","our","way","to",0.416666666666667
"on this website comes",15,"on","this","website","comes",1
"one of a kind",15,"one","of","a","kind",0.555555555555556
"part of the world",15,"part","of","the","world",0.0351288056206089
"participant in the amazon",15,"participant","in","the","amazon",0.833333333333333
"probably one of the",15,"probably","one","of","the",0.789473684210526
"programmes designed to provide",15,"programmes","designed","to","provide",1
"provide a means for",15,"provide","a","means","for",0.9375
"services llc and amazon",15,"services","llc","and","amazon",1
"services llc andor amazon",15,"services","llc","andor","amazon",1
"should be a good",15,"should","be","a","good",0.170454545454545
"shout out to all",15,"shout","out","to","all",0.119047619047619
"shout out to for",15,"shout","out","to","for",0.119047619047619
"sites to earn advertising",15,"sites","to","earn","advertising",1
"so excited for the",15,"so","excited","for","the",0.223880597014925
"so i can be",15,"so","i","can","be",0.0588235294117647
"so much to do",15,"so","much","to","do",0.205479452054795
"sometimes i feel like",15,"sometimes","i","feel","like",0.714285714285714
"sometimes i wish i",15,"sometimes","i","wish","i",0.714285714285714
"sounds good to me",15,"sounds","good","to","me",0.833333333333333
"spend the rest of",15,"spend","the","rest","of",1
"such a thing as",15,"such","a","thing","as",0.483870967741935
"taking the time to",15,"taking","the","time","to",0.833333333333333
"tell me about it",15,"tell","me","about","it",0.789473684210526
"thanks for all your",15,"thanks","for","all","your",0.194805194805195
"that's a lot of",15,"that's","a","lot","of",0.833333333333333
"that moment when you",15,"that","moment","when","you",0.5
"that would be awesome",15,"that","would","be","awesome",0.0862068965517241
"that would have been",15,"that","would","have","been",0.416666666666667
"the amazon services llc",15,"the","amazon","services","llc",1
"the best in the",15,"the","best","in","the",0.394736842105263
"the end of it",15,"the","end","of","it",0.0250417362270451
"the first of the",15,"the","first","of","the",0.348837209302326
"the story of the",15,"the","story","of","the",0.172413793103448
"the time of the",15,"the","time","of","the",0.258620689655172
"the use of the",15,"the","use","of","the",0.15625
"there are a number",15,"there","are","a","number",0.122950819672131
"there is always a",15,"there","is","always","a",0.416666666666667
"there is only one",15,"there","is","only","one",0.416666666666667
"there seems to be",15,"there","seems","to","be",0.9375
"think like a man",15,"think","like","a","man",0.9375
"this is gonna be",15,"this","is","gonna","be",0.833333333333333
"this is my first",15,"this","is","my","first",0.141509433962264
"this is the most",15,"this","is","the","most",0.0378787878787879
"this was one of",15,"this","was","one","of",0.9375
"this website comes from",15,"this","website","comes","from",1
"this would be the",15,"this","would","be","the",0.319148936170213
"to all of the",15,"to","all","of","the",0.121951219512195
"to amazoncom amazonca amazoncouk",15,"to","amazoncom","amazonca","amazoncouk",1
"to do something about",15,"to","do","something","about",0.159574468085106
"to do with my",15,"to","do","with","my",0.0602409638554217
"to earn advertising fees",15,"to","earn","advertising","fees",1
"to figure it out",15,"to","figure","it","out",0.9375
"to get ready for",15,"to","get","ready","for",0.483870967741935
"to let go of",15,"to","let","go","of",0.46875
"to make sure they",15,"to","make","sure","they",0.101351351351351
